S? th? t?,???ng d?n,Tên ?nh,Nhãn Bàn Tay,Nhãn Ngón Tay Cái,Cluster,id,PC1,PC2
No. 2840,train1,4723.png,L,P,2,4723,538.4959605681844,-104.78777194916104
No. 2841,train1,4724.png,L,P,2,4724,-882.0472582453162,-245.02978261320587
No. 2842,train1,4725.png,L,P,2,4725,315.4288914811076,880.8205382161028
No. 2843,train1,4727.png,L,P,2,4727,-232.55556702911426,1061.0809204423695
No. 2844,train1,4728.png,L,P,2,4728,128.98713752112016,421.37582554637527
No. 2845,train1,4729.png,L,P,2,4729,137.61536103928592,-1121.3694337568677
No. 2846,train1,4730.png,L,P,2,4730,364.90573135848007,906.6077606688053
No. 2847,train1,4731.png,L,P,2,4731,-175.2644303240909,-1011.7610474663575
No. 2848,train1,4732.png,L,P,2,4732,-1010.7874807048133,-616.2205809294385
No. 2849,train1,4734.png,L,P,2,4734,508.1152129777996,120.66693719248721
No. 2850,train1,4735.png,L,P,2,4735,275.3788071253379,246.15146417670087
No. 2851,train1,4736.png,L,P,2,4736,805.2106199806852,-1114.5640695407478
No. 2852,train1,4737.png,L,P,2,4737,212.18432312023376,932.635687561374
No. 2853,train1,4739.png,L,P,2,4739,-867.0469334779631,-315.01620964022067
No. 2854,train1,4740.png,L,P,2,4740,-1350.8848303097247,376.6146325118225
No. 2855,train1,4741.png,L,P,2,4741,1367.1676447748496,-1791.7215653246687
No. 2856,train1,4742.png,L,P,2,4742,133.2866124659744,451.8401495638494
No. 2857,train1,4743.png,L,P,2,4743,795.8060748054342,-1657.8412000968228
No. 2858,train1,4744.png,L,P,2,4744,1907.3090918559967,444.0820534201011
No. 2859,train1,4745.png,L,P,2,4745,-984.5847706503356,1321.6821127697888
No. 2860,train1,4746.png,L,P,2,4746,33.65752703798446,-1607.4758652602338
No. 2861,train1,4747.png,L,P,2,4747,-285.6292740103771,1003.0056068743796
No. 2862,train1,4748.png,L,P,2,4748,634.3691279147092,910.9601658557126
No. 2863,train1,4749.png,L,P,2,4749,-124.19957800262259,-574.4245292907838
No. 2864,train1,4750.png,L,P,2,4750,388.23727165105043,435.7149056819839
No. 2865,train1,4751.png,L,P,2,4751,77.10802157727292,-138.56506885307255
No. 2866,train1,4752.png,L,P,2,4752,-70.52426075236795,45.20906024818888
No. 2867,train1,4753.png,L,P,2,4753,228.85303740968004,558.1760353344908
No. 2868,train1,4754.png,L,P,2,4754,202.70910324901348,387.16011191782025
No. 2869,train1,4755.png,L,P,2,4755,-108.03003345809184,1261.6313793030947
No. 2870,train1,4757.png,L,P,2,4757,-985.7051370277659,1045.1975770862953
No. 2871,train1,4758.png,L,P,2,4758,-303.9770821169189,943.6766777953721
No. 2872,train1,4759.png,L,P,2,4759,187.83136112300537,-216.0223821774267
No. 2873,train1,4760.png,L,P,2,4760,110.21635615240318,657.4559035597268
No. 2874,train1,4761.png,L,P,2,4761,346.95879496058393,-242.5838608233526
No. 2875,train1,4762.png,L,P,2,4762,293.25734379372426,-434.5075889944183
No. 2876,train1,4763.png,L,P,2,4763,2622.6956155151915,264.4505785354908
No. 2877,train1,4764.png,L,P,2,4764,769.6071930945205,-622.7869536306512
No. 2878,train1,4765.png,L,P,2,4765,19.653249237819985,-1044.4739558254482
No. 2879,train1,4766.png,L,P,2,4766,-646.7299794474285,887.8156031232103
No. 2880,train1,4767.png,L,P,2,4767,714.7733011471781,-560.0303729814707
No. 2881,train1,4768.png,L,P,2,4768,131.8811827105609,642.6612470392463
No. 2882,train1,4769.png,L,P,2,4769,-291.54116203786265,1546.2917380710176
No. 2883,train1,4770.png,L,P,2,4770,-634.1714695266458,1532.6415106600532
No. 2884,train1,4771.png,L,P,2,4771,-395.4991356582629,937.0672025415379
No. 2885,train1,4772.png,L,P,2,4772,-51.10043383941418,-852.4461052538911
No. 2886,train1,4773.png,L,P,2,4773,-226.49900105798858,-556.7333794071291
No. 2887,train1,4774.png,L,P,2,4774,214.2787681027801,102.60194347451515
No. 2888,train1,4775.png,L,P,2,4775,61.14844913239085,675.9908866488519
No. 2889,train1,4776.png,L,P,2,4776,-845.5534208180964,-974.4238794861907
No. 2890,train1,4777.png,L,P,2,4777,-249.21878883228652,160.2002096905968
No. 2891,train1,4778.png,L,P,2,4778,-425.7451731621898,76.96469802318684
No. 2892,train1,4779.png,L,P,2,4779,-125.32025729638652,734.4098857557698
No. 2893,train1,4781.png,L,P,2,4781,34.118458369482575,-884.0747899408292
No. 2894,train1,4782.png,L,P,2,4782,169.73981024043144,-150.60996681626784
No. 2895,train1,4784.png,L,P,2,4784,471.4642361408624,-163.0318657048286
No. 2896,train1,4785.png,L,P,2,4785,-0.7115640222970085,-329.1101327081118
No. 2897,train1,4786.png,L,P,2,4786,1131.527344034721,44.4626365568991
No. 2898,train1,4787.png,L,P,2,4787,331.2324109684882,-765.46142073662
No. 2899,train1,4788.png,L,P,2,4788,-407.80551585970375,1103.0301512973415
No. 2900,train1,4789.png,L,P,2,4789,557.183442916374,445.9024926068743
No. 2901,train1,4790.png,L,P,2,4790,-10.24121109374498,1321.1043620284079
No. 2902,train1,4791.png,L,P,2,4791,-58.26180788308124,-1044.4255574863905
No. 2903,train1,4792.png,L,P,2,4792,-793.4201297655338,1514.7115946852025
No. 2904,train1,4793.png,L,P,2,4793,525.3302960108745,634.9659163618167
No. 2905,train1,4794.png,L,P,2,4794,69.80572488264232,580.442900562739
No. 2906,train1,4795.png,L,P,2,4795,-195.3011746176463,544.8616163596117
No. 2907,train1,4796.png,L,P,2,4796,-344.5583063163293,-201.36503590117218
No. 2908,train1,4797.png,L,P,2,4797,434.5337392145176,509.91754828765033
No. 2909,train1,4798.png,L,P,2,4798,36.36784526534557,-86.37627884236919
No. 2910,train1,4799.png,L,P,2,4799,1423.2378012622762,1241.881995741329
No. 2911,train1,4801.png,L,P,2,4801,-31.817345124999022,579.7262336836726
No. 2912,train1,4802.png,L,P,2,4802,2024.0774079048963,-847.207814321525
No. 2913,train1,4803.png,L,P,2,4803,-463.3410319822257,-780.7898170217861
No. 2914,train1,4804.png,L,P,2,4804,-580.2944757175401,704.9927740676064
No. 2915,train1,4805.png,L,P,2,4805,-476.6523964781217,-1828.5928429740538
No. 2916,train1,4806.png,L,P,2,4806,-190.55104473894144,-1756.1808586577943
No. 2917,train1,4807.png,L,P,2,4807,98.01013733760168,1179.1983356681417
No. 2918,train1,4808.png,L,P,2,4808,73.86739325146225,1026.7906103665919
No. 2919,train1,4809.png,L,P,2,4809,1209.1485661567851,537.0107768377278
No. 2920,train1,4811.png,L,P,2,4811,64.0886308469134,-1122.3498798575858
No. 2921,train1,4813.png,L,P,2,4813,133.92290304719725,-1219.820377106443
No. 2922,train1,4814.png,L,P,2,4814,2054.477396487583,-363.1784260295905
No. 2923,train1,4815.png,L,P,2,4815,-147.42468481852197,-1745.262917332975
No. 2924,train1,4816.png,L,P,2,4816,286.47992782121537,102.91197171089568
No. 2925,train1,4817.png,L,P,2,4817,-648.4171027903205,994.0441729547986
No. 2926,train1,4818.png,L,P,2,4818,2365.9910899897427,1830.1432166861146
No. 2927,train1,4819.png,L,P,2,4819,-13.197259159197088,-109.0192064561309
No. 2928,train1,4820.png,L,P,2,4820,736.6339304964188,-382.9564833600777
No. 2929,train1,4821.png,L,P,2,4821,-252.01504229544426,-784.0966099939691
No. 2930,train1,4822.png,L,P,2,4822,156.07332001268566,843.5403167466899
No. 2931,train1,4823.png,L,P,2,4823,-705.7407457049901,384.24981783767413
No. 2932,train1,4824.png,L,P,2,4824,-936.6658354903618,-1283.1574440125266
No. 2933,train1,4825.png,L,P,2,4825,131.7299710904238,-234.19451177613792
No. 2934,train1,4826.png,L,P,2,4826,250.36904790170016,-826.7047035294869
No. 2935,train1,4827.png,L,P,2,4827,83.78596940993003,805.9639880748956
No. 2936,train1,4828.png,L,P,2,4828,-641.2603476229515,962.946994039961
No. 2937,train1,4829.png,L,P,2,4829,70.1685935583138,-1746.137677419021
No. 2938,train1,4830.png,L,P,2,4830,418.50140151262923,-910.5572833340659
No. 2939,train1,4831.png,L,P,2,4831,-203.87279835477847,1310.4144837775004
No. 2940,train1,4832.png,L,P,2,4832,427.729516198336,419.7217649800064
No. 2941,train1,4833.png,L,P,2,4833,259.70819859906004,634.6567339132313
No. 2942,train1,4834.png,L,P,2,4834,2374.0780758202363,-744.8023394679363
No. 2943,train1,4835.png,L,P,2,4835,14.770613785948997,-408.84219545370865
No. 2944,train1,4836.png,L,P,2,4836,-609.8299610049881,541.1674644650689
No. 2945,train1,4837.png,L,P,2,4837,-353.94583771667743,562.0037185278177
No. 2946,train1,4838.png,L,P,2,4838,170.82287041910507,529.7998725930695
No. 2947,train1,4839.png,L,P,2,4839,-330.1778547285631,-412.286749733113
No. 2948,train1,4840.png,L,P,2,4840,1147.8588359857604,607.3558208461636
No. 2949,train1,4841.png,L,P,2,4841,-211.17040068002777,-923.2659911372212
No. 2950,train1,4842.png,L,P,2,4842,639.0454902752842,-799.7506331370761
No. 2951,train1,4843.png,L,P,2,4843,-153.3375195452876,980.3860326496982
No. 2952,train1,4844.png,L,P,2,4844,-746.5191193402766,-263.8392633776056
No. 2953,train1,4845.png,L,P,2,4845,1914.8920655200802,487.51377404780976
No. 2954,train1,4846.png,L,P,2,4846,-92.86827750934455,776.8947996182428
No. 2955,train1,4847.png,L,P,2,4847,-224.8233433481854,-785.564308264172
No. 2956,train1,4848.png,L,P,2,4848,-537.0588556542773,1006.7141886827238
No. 2957,train1,4849.png,L,P,2,4849,-393.7794187760651,-948.7363465264726
No. 2958,train1,4850.png,L,P,2,4850,1015.2033586469964,-245.18108525245162
No. 2959,train1,4852.png,L,P,2,4852,-496.6441364290295,86.02111815425528
No. 2960,train1,4853.png,L,P,2,4853,189.16554557347067,251.297401709145
No. 2961,train1,4855.png,L,P,2,4855,338.19280208293054,1022.9774743442803
No. 2962,train1,4856.png,L,P,2,4856,-987.2918017743912,586.7825724477017
No. 2963,train1,4857.png,L,P,2,4857,-526.3395264047973,890.8030018586497
No. 2964,train1,4858.png,L,P,2,4858,501.87670747258795,-1344.7542894584376
No. 2965,train1,4859.png,L,P,2,4859,371.65178635450997,-1732.2520591337145
No. 2966,train1,4860.png,L,P,2,4860,912.3498752868561,-1769.708464646543
No. 2967,train1,4861.png,L,P,2,4861,518.7936620216625,425.2715909384923
No. 2968,train1,4865.png,L,P,2,4865,-667.533943320371,-1721.3439158410172
No. 2969,train1,4866.png,L,P,2,4866,358.63346135144263,151.04370644565216
No. 2970,train1,4867.png,L,P,2,4867,-105.56539532041624,-1166.4948708930222
No. 2971,train1,4868.png,L,P,2,4868,-218.45457534381242,402.746342591268
No. 2972,train1,4869.png,L,P,2,4869,517.4724490771247,-69.20365214189346
No. 2973,train1,4870.png,L,P,2,4870,-518.5180660761025,1485.573031946538
No. 2974,train1,4871.png,L,P,2,4871,-145.65610002683692,-64.09617632420172
No. 2975,train1,4872.png,L,P,2,4872,-158.00107673134954,1335.9387464808149
No. 2976,train1,4873.png,L,P,2,4873,-649.1483467630487,1352.1938783510689
No. 2977,train1,4874.png,L,P,2,4874,-96.48811248618665,692.2870652065509
No. 2978,train1,4875.png,L,P,2,4875,-638.3155607199539,-1342.2971488551118
No. 2979,train1,4876.png,L,P,2,4876,1152.4810596454763,-630.9173749353997
No. 2980,train1,4877.png,L,P,2,4877,-326.3093441285819,1308.7186327206337
No. 2981,train1,4878.png,L,P,2,4878,-1055.154283617939,754.6876229026058
No. 2982,train1,4879.png,L,P,2,4879,322.9947860490167,55.443771602568496
No. 2983,train1,4880.png,L,P,2,4880,551.8375609980053,881.0340365456694
No. 2984,train1,4881.png,L,P,2,4881,1457.6385205073634,1883.616670297216
No. 2985,train1,4882.png,L,P,2,4882,1975.0818840573222,-356.7830750621731
No. 2986,train1,4883.png,L,P,2,4883,-1705.3500174104963,-790.3567739526447
No. 2987,train1,4884.png,L,P,2,4884,574.4737047058534,1413.2199665408816
No. 2988,train1,4885.png,L,P,2,4885,-960.2879035412502,1333.7281760065441
No. 2989,train1,4886.png,L,P,2,4886,1660.7202386872423,-1584.6763680984404
No. 2990,train1,4887.png,L,P,2,4887,254.70765687696505,-1200.6544643632353
No. 2991,train1,4889.png,L,P,2,4889,383.56087641369953,-1267.9519742722644
No. 2992,train1,4890.png,L,P,2,4890,-406.620361304039,1082.478445187697
No. 2993,train1,4891.png,L,P,2,4891,301.6663436953516,-483.8588172338355
No. 2994,train1,4893.png,L,P,2,4893,1898.8031517005668,-1770.6004574649173
No. 2995,train1,4894.png,L,P,2,4894,-24.965901531129877,1235.5305851571698
No. 2996,train1,4895.png,L,P,2,4895,-287.0355626438307,99.00898320909344
No. 2997,train1,4896.png,L,P,2,4896,613.2596288874415,510.19158158405776
No. 2998,train1,4897.png,L,P,2,4897,-176.87906472369843,-36.674928544022585
No. 2999,train1,4898.png,L,P,2,4898,270.28554663609765,-1600.571598805839
No. 3000,train1,4899.png,L,P,2,4899,963.0983999171636,-818.2738852001163
No. 3001,train1,4900.png,L,P,2,4900,-91.64553827339023,-97.15888511493095
No. 3002,train1,4901.png,L,P,2,4901,78.83137919317709,-203.62538323666473
No. 3003,train1,4902.png,L,P,2,4902,-435.42162869410845,-125.83866378955933
No. 3004,train1,4903.png,L,P,2,4903,-1264.0668655693696,1234.899722337676
No. 3005,train1,4904.png,L,P,2,4904,-311.40187971785735,804.3381373264135
No. 3006,train1,4905.png,L,P,2,4905,255.61874629501173,-1543.8019861716848
No. 3007,train1,4906.png,L,P,2,4906,41.77471705191678,887.6686173320547
No. 3008,train1,4907.png,L,P,2,4907,-147.19681331423897,-722.3702121333265
No. 3009,train1,4908.png,L,P,2,4908,468.82383646573237,-823.5215634417453
No. 3010,train1,4909.png,L,P,2,4909,-941.4631324226592,1023.3659134301982
No. 3011,train1,4911.png,L,P,2,4911,-369.33727157091477,-1554.5770325833757
No. 3012,train1,4912.png,L,P,2,4912,-596.6003463447611,-580.9519902126357
No. 3013,train1,4913.png,L,P,2,4913,-180.6235859262095,-1388.0479606910935
No. 3014,train1,4914.png,L,P,2,4914,-129.572131213537,-339.47043573928994
No. 3015,train1,4915.png,L,P,2,4915,-943.5041616492065,1281.9873229787222
No. 3016,train1,4916.png,L,P,2,4916,-336.0340567114193,1537.4875276465316
No. 3017,train1,4917.png,L,P,2,4917,-826.5102069325173,1306.418762512283
No. 3018,train1,4918.png,L,P,2,4918,-481.75957744097747,1367.8607575293397
No. 3019,train1,4919.png,L,P,2,4919,-124.16208195714644,221.51918559543847
No. 3020,train1,4920.png,L,P,2,4920,1692.8603004095023,1731.2712277277103
No. 3021,train1,4921.png,L,P,2,4921,-1794.8340602883259,-220.91764378675046
No. 3022,train1,4922.png,L,P,2,4922,-81.36635014114638,670.5030256539543
No. 3023,train1,4923.png,L,P,2,4923,249.60332376297413,914.6523142489223
No. 3024,train1,4924.png,L,P,2,4924,-779.8705609619482,-1363.372009392191
No. 3025,train1,4925.png,L,P,2,4925,-109.66485894435637,890.3383746104208
No. 3026,train1,4927.png,L,P,2,4927,-333.96872873432966,717.3994050601772
No. 3027,train1,4928.png,L,P,2,4928,1935.2236617594524,-615.1612365167534
No. 3028,train1,4929.png,L,P,2,4929,-175.4384680317126,-934.8959859217156
No. 3029,train1,4930.png,L,P,2,4930,115.1317418554858,755.4377275096914
No. 3030,train1,4931.png,L,P,2,4931,12.932574376775797,633.3618622717803
No. 3031,train1,4933.png,L,P,2,4933,111.99139400950125,-623.5515500805427
No. 3032,train1,4934.png,L,P,2,4934,1833.9838810535305,-723.7771013390536
No. 3033,train1,4935.png,L,P,2,4935,-1241.3538039567109,-1430.3009199585276
No. 3034,train1,4936.png,L,P,2,4936,123.12347386576978,590.4739192539242
No. 3035,train1,4937.png,L,P,2,4937,-715.8431208622468,-1505.3909995307583
No. 3036,train1,4938.png,L,P,2,4938,625.270277920565,371.62338776987224
No. 3037,train1,4939.png,L,P,2,4939,32.13261076477199,-501.4656666933665
No. 3038,train1,4940.png,L,P,2,4940,801.2333349499582,276.6740844313221
No. 3039,train1,4941.png,L,P,2,4941,-813.468165319348,1127.2356748349175
No. 3040,train1,4942.png,L,P,2,4942,810.4733401956794,-736.1474280550942
No. 3041,train1,4943.png,L,P,2,4943,55.65698827470198,341.2217312274308
No. 3042,train1,4944.png,L,P,2,4944,721.5537226505389,-181.91948621271302
No. 3043,train1,4945.png,L,P,2,4945,-253.02802111508794,1021.9541575863715
No. 3044,train1,4946.png,L,P,2,4946,-1280.9731321627478,-1155.4527082490745
No. 3045,train1,4947.png,L,P,2,4947,-199.92525581189486,1589.532734573002
No. 3046,train1,4948.png,L,P,2,4948,-1223.8893870579097,244.76102040456612
No. 3047,train1,4949.png,L,P,2,4949,556.7165012122801,-50.78681454535615
No. 3048,train1,4950.png,L,P,2,4950,822.3173248479886,-181.26695914071036
No. 3049,train1,4951.png,L,P,2,4951,428.48694142750264,324.2219002903607
No. 3050,train1,4952.png,L,P,2,4952,-537.0940811592793,1368.011280367548
No. 3051,train1,4953.png,L,P,2,4953,366.35240840451655,-768.4998352626842
No. 3052,train1,4954.png,L,P,2,4954,1184.039489208291,-1042.7600650464033
No. 3053,train1,4955.png,L,P,2,4955,-704.8980166624573,868.03070787549
No. 3054,train1,4956.png,L,P,2,4956,220.5506081615359,-78.71418992731053
No. 3055,train1,4958.png,L,P,2,4958,250.41845034444665,590.491979384801
No. 3056,train1,4959.png,L,P,2,4959,1895.1199322453886,-689.5626783502577
No. 3057,train1,4960.png,L,P,2,4960,-53.52591097944357,952.080121254363
No. 3058,train1,4961.png,L,P,2,4961,1006.5985272424671,1011.866128664134
No. 3059,train1,4962.png,L,P,2,4962,99.55336969247044,784.000690840647
No. 3060,train1,4963.png,L,P,2,4963,611.9828367919928,-347.0378377095249
No. 3061,train1,4965.png,L,P,2,4965,-138.2824162372874,-1275.8764495445105
No. 3062,train1,4966.png,L,P,2,4966,-945.2040809322767,612.4385186747982
No. 3063,train1,4968.png,L,P,2,4968,223.88279962569487,-1815.8989891230422
No. 3064,train1,4969.png,L,P,2,4969,422.4875995712624,-600.4468945869207
No. 3065,train1,4971.png,L,P,2,4971,-1225.6221306067507,586.7258005662567
No. 3066,train1,4972.png,L,P,2,4972,-217.2372206072483,-172.64466483010048
No. 3067,train1,4973.png,L,P,2,4973,-505.85631640652656,-1363.086870061745
No. 3068,train1,4974.png,L,P,2,4974,2.5203569256084366,633.0788593266311
No. 3069,train1,4976.png,L,P,2,4976,609.2289805611497,67.65253787655
No. 3070,train1,4977.png,L,P,2,4977,413.800401438235,-664.3743479855654
No. 3071,train1,4978.png,L,P,2,4978,-1117.3584386702664,44.19927801603952
No. 3072,train1,4979.png,L,P,2,4979,49.81604441930768,-568.0119514985286
No. 3073,train1,4980.png,L,P,2,4980,294.69404872450093,-1587.8952966560466
No. 3074,train1,4982.png,L,P,2,4982,-508.93879817188656,584.5720147680951
No. 3075,train1,4983.png,L,P,2,4983,-354.2055423272542,1371.5437766274338
No. 3076,train1,4984.png,L,P,2,4984,988.6326418313432,1929.8823588048303
No. 3077,train1,4985.png,L,P,2,4985,-1303.322868856168,772.764873148248
No. 3078,train1,4986.png,L,P,2,4986,-328.2821960310099,413.07449027358456
No. 3079,train1,4988.png,L,P,2,4988,2148.4470655972927,807.395951412291
No. 3080,train1,4989.png,L,P,2,4989,-763.2129517260651,444.8858625531344
No. 3081,train1,4990.png,L,P,2,4990,-575.6687886999322,998.0691087024107
No. 3082,train1,4991.png,L,P,2,4991,672.7281743685351,-550.9539827194325
No. 3083,train1,4992.png,L,P,2,4992,-342.25414890851323,1141.0380929252676
No. 3084,train1,4993.png,L,P,2,4993,752.2725776715769,-772.3654631208146
No. 3085,train1,4995.png,L,P,2,4995,-681.8301605035871,1347.16031032666
No. 3086,train1,4996.png,L,P,2,4996,-229.22648759738132,-622.836544524611
No. 3087,train1,4997.png,L,P,2,4997,1975.8620649187246,-994.6161866900092
No. 3088,train1,4999.png,L,P,2,4999,-55.67413476318752,820.4793150600611
No. 3089,train1,5000.png,L,P,2,5000,1645.9383799972102,799.0352820545728
No. 3090,train1,5001.png,L,P,2,5001,-439.6080988619936,882.0377672135381
No. 3091,train1,5002.png,L,P,2,5002,-1364.5241428836123,-434.004209418064
No. 3092,train1,5003.png,L,P,2,5003,409.75762484667496,298.2936140904226
No. 3093,train1,5004.png,L,P,2,5004,-711.4539020818671,905.5387803351173
No. 3094,train1,5005.png,L,P,2,5005,-883.3533249854579,1133.3788438814806
No. 3095,train1,5006.png,L,P,2,5006,28.176062968100698,-830.276385173869
No. 3096,train1,5007.png,L,P,2,5007,2229.063108383327,-1021.4805602676605
No. 3097,train1,5008.png,L,P,2,5008,274.6478115817026,410.0555177587119
No. 3098,train1,5009.png,L,P,2,5009,-116.59305605703584,-633.569526626725
No. 3099,train1,5010.png,L,P,2,5010,782.3540881832034,1101.1661852940204
No. 3100,train1,5011.png,L,P,2,5011,-171.38200677731646,877.9688776064945
No. 3101,train1,5012.png,L,P,2,5012,29.745653468046456,-294.5168145106207
No. 3102,train1,5013.png,L,P,2,5013,-285.5783632553183,1640.0518914590086
No. 3103,train1,5014.png,L,P,2,5014,-433.96660572199255,-823.2422308857714
No. 3104,train1,5015.png,L,P,2,5015,279.1560046126698,-1157.1465271574405
No. 3105,train1,5016.png,L,P,2,5016,264.05586326885054,61.04591874256817
No. 3106,train1,5017.png,L,P,2,5017,-860.4776885199103,182.34106387957073
No. 3107,train1,5019.png,L,P,2,5019,-70.27440302472004,-453.4608068430931
No. 3108,train1,5020.png,L,P,2,5020,272.8661456896017,97.83339624158594
